Arc ID,Cell,Arc Type,Pin,Pin Transition,Rel Pin,Rel Pin Tran,When,Point,Samples,QA Nominal,Q99.865,Skewness,Kurtosis,Variety Sigma,QA Sigma,Abs. Error [ps],Rel. Error [%]
arc_755,CKLHQD1BWP240H8P57PDLVT,hold_falling,E,rise,CPN,fall,!TE,3;3,5000,-796.19,-408.90,-0.07,2.98,111.41,129.09,-17.69,-13.70
 
